版本\事件,CIPV_VEH_LOST,CIPV_POS_EXCEPTION_VEH,CIPV_POS_SHIFT_DIFF_VEH,CIPV_THETA_DIFF_VEH,LARGE_VEHICLE_POS_EXCEPTION,LARGE_VEHICLE_POS_SHIFT_DIFF,LARGE_VEHICLE_THETA_DIFF,NarrowCIPV,RadarAssignFusionMining,RadarTrackFusionMining,UnderlyingVelocityFusionMining,VRUVelocityFusionMining,RadarPositionFusionMining
8.3.48.32,0,0,20,0,0,4,0,0,0,0,0,0,0
8.4.40.86,6,0,3,0,0,1,0,7,0,0,6,3,1
8.4.40.87,4,0,0,0,0,0,0,6,0,0,10,7,0
8.4.40.90,14,1,3,0,0,3,0,8,0,0,18,8,0
